Saint_ID,Name,Country,Born,Born2,Born Location,Died,Died2,Died Location,Age,Feast,Beatified,Beatified Location,Canonised,Canonised_Location,Bio,Is_Married,Is_Layperson,Is_Martyr,Latitude,Longitude
72418,Saint Polyænus of Prusa,Turkiye,,,,300,300 AD,"Prusa, Turkiye",,,,,,,"Priest. Companion of Saint Patrick of Prusa, Saint Acatius of Prusa and Saint Menander of Prusa. Martyr.",FALSE,FALSE,TRUE,40.1885281,29.0609636
72421,Saint Lucius of Cyrene,Libya,,,,100?,100? AD,,,,,,,,Bishop of Cyrene (Libya) (? – 100?),FALSE,FALSE,FALSE,32.8272,13.1913
72426,Saint Potamion of Heraclea,Egypt,,,,350,350 AD,Egypt,,5.18,,,,,Bishop. Companion of Saint Hortasius and Saint Serapion. Martyr.,FALSE,FALSE,TRUE,30.044,31.2357
72436,Saint Serapia of Syria,Italy, ,,Italy,119,119 AD,"Roma, Italy",,,,,,,Layperson. Slave. Martyr.,FALSE,TRUE,TRUE,41.8967068,12.4822025
72437,Saint Hilarinus di Ostia,Italy,,,,361,361 AD,"Ostia, Italy",,,,,,,Religious. Martyr.,FALSE,FALSE,TRUE,41.7311182,12.2862694
72438,Saint Agricola of Pannonia,Hungary,,,,IV century,IV century,"Pannonia, Hungary",,,,,,,Layperson. Martyr.,FALSE,TRUE,TRUE,47.162494,19.503304
72439,Saint Alexander of Drizipara,Turkiye,,,,III century,III century,"Drizipara, Turkiye",,,,,,,Layperson. Roman soldier. Martyr.,FALSE,TRUE,TRUE,38.963745,35.243322
72440,Saint Rutilus,Hungary,,,,IV century,IV century,"Sabaria, Hungary",,,,,,,Layperson. Martyr.,FALSE,TRUE,TRUE,47.2306851,16.6218441
72441,Saint Jason of Thessalonica,Greece,,,,I century ,I century ,"Thessaloniki, Greece",,,,,,,Religious. One of the Seventy Disciples (Acts 17. Rom. 16:21).,FALSE,FALSE,FALSE,40.6400629,22.9444191
72442,Saint Lucina,Italy,,,,I century ,I century ,"Roma, Italy",,,,,,,Layperson. Cared for prisoners. Buried in the Catacombs of Callustus.,FALSE,TRUE,FALSE,41.8967068,12.4822025
72443,Saint Marina,Turkiye,,,,VIII century ,VIII century ,"Bithynia, Turkiye",,,,,,,Religious.,FALSE,FALSE,FALSE,38.963745,35.243322
72444,Saint Nemesius,Italy,,,,260,260 AD,"Roma, Italy",,,,,,,Deacon. Father of Saint Lucilla. Martyr.,FALSE,FALSE,TRUE,41.8967068,12.4822025
72445,Saint Lucilla,Italy,,,,260,260 AD,"Roma, Italy",,,,,,,Layperson. Daughter of Saint Nemesius. Martyr.,FALSE,TRUE,TRUE,41.8967068,12.4822025
72446,Saint Crescens,Italy,,,,138,138 AD,"Aniene, Italy",,7.18,,,,,Layperson. Son of Saint Getulius and Saint Sinforosa di Tivoli. Martyr.,FALSE,TRUE,TRUE,41.95880472,12.84624827
72447,Saint Julian,Italy,,,,138,138 AD,"Aniene, Italy",,7.18,,,,,Layperson. Son of Saint Getulius and Saint Sinforosa di Tivoli. Martyr.,FALSE,TRUE,TRUE,41.95880472,12.84624827
72448,Saint Nemesius,Italy,,,,138,138 AD,"Aniene, Italy",,7.18,,,,,Layperson. Son of Saint Getulius and Saint Sinforosa di Tivoli. Martyr.,FALSE,TRUE,TRUE,41.95880472,12.84624827
72449,Saint Primitivus,Italy,,,,138,138 AD,"Aniene, Italy",,7.18,,,,,Layperson. Son of Saint Getulius and Saint Sinforosa di Tivoli. Martyr.,FALSE,TRUE,TRUE,41.95880472,12.84624827
72450,Saint Justin,Italy,,,,138,138 AD,"Aniene, Italy",,7.18,,,,,Layperson. Son of Saint Getulius and Saint Sinforosa di Tivoli. Martyr.,FALSE,TRUE,TRUE,41.95880472,12.84624827
72451,Saint Stacteus,Italy,,,,138,138 AD,"Aniene, Italy",,7.18,,,,,Layperson. Son of Saint Getulius and Saint Sinforosa di Tivoli. Martyr.,FALSE,TRUE,TRUE,41.95880472,12.84624827
72452,Saint Eugene,Italy,,,,138,138 AD,"Aniene, Italy",,7.18,,,,,Layperson. Son of Saint Getulius and Saint Sinforosa di Tivoli. Martyr.,FALSE,TRUE,TRUE,41.95880472,12.84624827
72509,Saint Vitale di Milano,Italy, ,,"Milano, Italy",III century,III century,"Ravenna, Italy",,4.28,,,,,Layperson. Husband of Saint Valeria di Milano. Son of Saint Gervaso di Milano and Saint Protaso di Milano. Martyr.,FALSE,TRUE,TRUE,45.45960266,9.189008369
72511,Saint Felicissimus,Italy,,,,258.08.06,258.08.06,"Roma, Italy",,8.07,,,,,Deacon. Companion of Saint Sixtus II. Martyr.,FALSE,FALSE,TRUE,41.8967068,12.4822025
72512,Saint Agapitus,Italy,,,,258.08.06,258.08.06,"Roma, Italy",,8.07,,,,,Deacon. Companion of Saint Sixtus II. Martyr.,FALSE,FALSE,TRUE,41.8967068,12.4822025
72513,Saint Venanzio di Camerino,Italy,235,235 AD,,250.05.18,250.05.18,"Camerino, Italy ",14,,,,,,Layperson. Martyr.,FALSE,TRUE,TRUE,43.1376114,13.0731364
72514,Saint Pudenziana di Roma,Italy,,,,II century ,II century ,"Roma, Italy",,,,,,,Layperson.,FALSE,TRUE,FALSE,41.8967068,12.4822025
72515,Saint Alessio di Roma,Italy,,,,412.07.17 ,412.07.17 ,"Roma, Italy",,7.17,,,,,Layperson.,FALSE,TRUE,FALSE,41.8967068,12.4822025
72516,Saint Eusebio di Roma,Italy,319,319 AD,"Roma, Italy",353.08.14 ,353.08.14 ,"Roma, Italy ",33,8.14,,,,,Priest.,FALSE,FALSE,FALSE,41.8933203,12.4829321
72517,Saint Nicomede di Roma,Italy,,,,90,90 AD,"Roma, Italy",,9.15,,,,,Priest. Martyr.,FALSE,FALSE,TRUE,41.8967068,12.4822025
72518,Saint Menas of Egypt,Turkiye,285,285 AD,Turkiye,309,309 AD,"Phrygia, Turkiye ",24,11.11,,,,,Layperson. Martyr.,FALSE,TRUE,TRUE,38.963745,35.243322
72519,Saint Dorothea of Caesarea,Turkiye,,,,311,311 AD,"Caesarea Mazaca, Turkiye",,2.06,,,,,Layperson. Companion of Saint Theophilus of Caesarea. Martyr.,FALSE,TRUE,TRUE,38.720489,35.482597
72520,Saint Gorgonius of Nicomedia,Turkiye,,,,304,304 AD,"Nicomedia, Turkiye",,,,,,,Layperson. Martyr.,FALSE,TRUE,TRUE,40.7654408,29.9408089
72522,Saint Faustinus,Italy,,,,120,120 AD,"Brescia, Italy",,2.15,,,,,Deacon. Brother of Saint Jovita. Martyr.,FALSE,FALSE,TRUE,45.5415526,10.2118019
72523,Saint Jovita,Italy,,,,120,120 AD,"Brescia, Italy",,2.15,,,,,Layperson. Brother of Saint Faustinus. Martyr.,FALSE,TRUE,TRUE,45.5415526,10.2118019
72524,Saint Epimachus,Egypt,,,,250,250 AD,"Alexandria, Egypt",,12.12,,,,,"Layperson. Companion of Saint Alexander, Saint Ammonarion, Saint Mercuria and Saint Dionisia. Martyr.",FALSE,TRUE,TRUE,31.2000924,29.9187387
72525,Saint Marco,Italy,,,,286,286 AD,"Roma, Italy",,6.18,,,,,Layperson. Companion of Saint Marcelliano. Martyr.,FALSE,TRUE,TRUE,41.8967068,12.4822025
72526,Saint Marcelliano,Italy,,,,286,286 AD,"Roma, Italy",,6.18,,,,,Layperson. Companion of Saint Marco. Martyr.,FALSE,TRUE,TRUE,41.8967068,12.4822025
72527,Saint Ippolito,Italy,,,,260,260 AD,"Roma, Italy",,,,,,,Layperson. Guardian of Saint Lawrence of Rome. Martyr.,FALSE,TRUE,TRUE,41.8967068,12.4822025
72528,Saint Cassiano,Italy,,,,320,320 AD,"Imola, Italy",,8.13,,,,,Layperson. Martyr.,FALSE,TRUE,TRUE,44.3513048,11.7129264
72529,Saint Symphorien,France,,,,178.08.22,178.08.22,"Autun, France",,8.22,,,,,Layperson. Nobleman. Martyr.,FALSE,TRUE,TRUE,46.9497545,4.2994059
72530,Saint Felice,Italy,,,,303,303 AD,"Roma, Italy",,8.3,,,,,Priest. Companion of Saint Adautto. Martyr.,FALSE,FALSE,TRUE,41.8967068,12.4822025
72531,Saint Adautto,Italy,,,,303,303 AD,"Roma, Italy",,8.3,,,,,Layperson. Companion of Saint Felice. Martyr.,FALSE,TRUE,TRUE,41.8967068,12.4822025
72532,Saint Proto,Italy,,,,262,262 AD,"Roma, Italy",,9.11,,,,,Layperson. Companion of Saint Giacinto. Martyr.,FALSE,TRUE,TRUE,41.8967068,12.4822025
72533,Saint Giacinto,Italy,,,,262,262 AD,"Roma, Italy",,9.11,,,,,Layperson. Companion of Saint Proto. Martyr.,FALSE,TRUE,TRUE,41.8967068,12.4822025
72534,Saint Teopista,Italy,,,,118,118 AD,"Roma, Italy",,,,,,,Layperson. Wife of Saint Eustace. Mother of Saint Agapito and Saint Teopisto. Martyr.,FALSE,TRUE,TRUE,41.8967068,12.4822025
72535,Saint Agapito,Italy,,,,118,118 AD,"Roma, Italy",,,,,,,Layperson. Son of Saint Eustace and Saint Teopista. Martyr.,FALSE,TRUE,TRUE,41.8967068,12.4822025
72536,Saint Teopisto,Italy,,,,118,118 AD,"Roma, Italy",,,,,,,Layperson. Son of Saint Eustace and Saint Teopista. Martyr.,FALSE,TRUE,TRUE,41.8967068,12.4822025
72537,Saint Cyprian,Turkiye,,,,304.09.26,304.09.26,"Nicomedia, Turkiye",,,,,,,Layperson. Companion of Saint Justina. Martyr.,FALSE,TRUE,TRUE,40.7654408,29.9408089
72538,Saint Justina,Turkiye,,,,304.09.26,304.09.26,"Nicomedia, Turkiye",,,,,,,Layperson. Companion of Saint Cyprian. Martyr.,FALSE,TRUE,TRUE,40.7654408,29.9408089
72539,Saint Crisante,Italy,,,,283,283 AD,"Roma, Italy",,10.25,,,,,Layperson. Companion of Saint Daria. Martyr.,FALSE,TRUE,TRUE,41.8967068,12.4822025
72540,Saint Daria,Italy,,,,283,283 AD,"Roma, Italy",,10.25,,,,,Layperson. Companion of Saint Crisante. Martyr.,FALSE,TRUE,TRUE,41.8967068,12.4822025
72541,Saint Tiburzio,Italy,,,,229.04.14,229.04.14,"Roma, Italy",,4.14,,,,,Layperson. Companion of Saint Valeriano and Saint Massimo. Martyr.,FALSE,TRUE,TRUE,41.8967068,12.4822025
72542,Saint Valeriano,Italy,,,,229.04.14,229.04.14,"Roma, Italy",,4.14,,,,,Layperson. Companion of Saint Tiburzio and Saint Massimo. Martyr.,FALSE,TRUE,TRUE,41.8967068,12.4822025
72543,Saint Massimo,Italy,,,,229.04.14,229.04.14,"Roma, Italy",,4.14,,,,,Layperson. Companion of Saint Tiburzio and Saint Valeriano. Martyr.,FALSE,TRUE,TRUE,41.8967068,12.4822025
72544,Saint Basilide,Italy,,,,303,303 AD,"Roma, Italy",,6.12,,,,,"Layperson. Companion of Saint Cirino, Saint Nabore and Saint Nazario. Martyr.",FALSE,TRUE,TRUE,41.8967068,12.4822025
72545,Saint Cirino,Italy,,,,303,303 AD,"Roma, Italy",,,,,,,"Layperson. Companion of Saint Basilide, Saint Nabore and Saint Nazario. Martyr.",FALSE,TRUE,TRUE,41.8967068,12.4822025
72546,Saint Nabore,Italy,,,,303,303 AD,"Roma, Italy",,,,,,,"Layperson. Companion of Saint Basilide, Saint Cirino and Saint Nazario. Martyr.",FALSE,TRUE,TRUE,41.8967068,12.4822025
72547,Saint Nazario,Italy,,,,303,303 AD,"Roma, Italy",,,,,,,"Layperson. Companion of Saint Basilide, Saint Cirino and Saint Nabore. Martyr.",FALSE,TRUE,TRUE,41.8967068,12.4822025
72548,Saint Processo,Italy,30?,30? AD,,67,67 AD,"Roma, Italy ",37,7.02,,,,,Layperson. Companion of Saint Martiniano. Martyr.,FALSE,TRUE,TRUE,41.8967068,12.4822025
72549,Saint Martiniano,Italy,30?,30? AD,,67,67 AD,"Roma, Italy ",37,7.02,,,,,Layperson. Companion of Saint Processo. Martyr.,FALSE,TRUE,TRUE,41.8967068,12.4822025
72550,Saint Simplicio,Italy,,,,302,302 AD,"Roma, Italy",,,,,,,Layperson. Companion of Saint Faustino and Saint Viatrice. Martyr.,FALSE,TRUE,TRUE,41.8967068,12.4822025
72551,Saint Faustino,Italy,,,,302,302 AD,"Roma, Italy",,,,,,,Layperson. Companion of Saint Simplicio and Saint Viatrice. Martyr.,FALSE,TRUE,TRUE,41.8967068,12.4822025
72552,Saint Viatrice,Italy,,,,302,302 AD,"Roma, Italy",,,,,,,Layperson. Companion of Saint Simplicio and Saint Faustino. Martyr.,FALSE,TRUE,TRUE,41.8967068,12.4822025
72553,Saint Lucia,Italy,,,,305,305 AD,"Roma, Italy",,,,,,,Layperson. Companion of Saint Geminiano. Martyr.,FALSE,TRUE,TRUE,41.8967068,12.4822025
72554,Saint Geminiano,Italy,,,,305,305 AD,"Roma, Italy",,,,,,,Layperson. Companion of Saint Lucia. Martyr.,FALSE,TRUE,TRUE,41.8967068,12.4822025
72555,Saint Bacchus,Syria,,,,IV century,IV century,"Bacchus, Syria",,10.07,,,,,Layperson. Soldier. Companion of Saint Sergius. Martyr.,FALSE,TRUE,TRUE,34.802075,38.996815
72556,Saint Marcello,Italy,,,,I century,I century,"Roma, Italy",,,,,,,Layperson. Disciple of Simon Magus. Companion of Saint Apuleio. Martyr.,FALSE,TRUE,TRUE,41.8967068,12.4822025
72557,Saint Apuleio,Italy,,,,I century,I century,"Roma, Italy",,,,,,,Layperson. Disciple of Simon Magus. Companion of Saint Marcello. Martyr.,FALSE,TRUE,TRUE,41.8967068,12.4822025
72558,Saint Respicius,Italy,,,,316,316 AD,"Porto, Italy",,,,,,,Layperson. Companion of Saint Nympha. Martyr.,FALSE,TRUE,TRUE,46.4438374,13.3118469
72559,Saint Nympha,Italy, ,,"Palermo, Italy",316,316 AD,"Porto, Italy",,,,,,,Layperson. Companion of Saint Respicius. Martyr.,FALSE,TRUE,TRUE,38.1112268,13.3524434
72560,"Blessed Armida Barelli, O.F.S.",Italy,1882.12.01 ,1882.12.01 ,"Milano, Italy",1952.08.15 ,1952.08.15 ,"Marzio, Italy ",69,,2022.04.30 ,"Milano, Milano, Italy",,,Layperson.,FALSE,TRUE,FALSE,45.45960266,9.189008369
72562,Saint Sinerot,Serbia,,,,IV century,IV century,"Sirmium, Serbia",,,,,,,Layperson. Martyr.,FALSE,TRUE,TRUE,44.979777,19.6102033
72576,Saint Siviard,France, ,,France,687,687 AD,"Saint-Calais, France",,3.01,,,,,Abbot of Saint-Calais.,FALSE,FALSE,FALSE,47.9216399,0.7455165
72577,Saint Marinus,Israel,,,,270,270 AD,"Cæsarea, Israel",,3.03,,,,,Layperson. Roman soldier. Martyr.,FALSE,TRUE,TRUE,31.046051,34.851612
72578,Saint Asterius,Israel,,,,270,270 AD,"Cæsarea, Israel",,3.03,,,,,Layperson. Roman senator. Martyr.,FALSE,TRUE,TRUE,31.046051,34.851612
72579,Saint Emeterio,Spain, ,,"León, Spain",300,300 AD,"Calahorra, Spain",,3.03,,,,,Layperson. Roman legionary. Companion of Saint Celedonio. Martyr.,FALSE,TRUE,TRUE,42.60036135341662,-2.565259012
72580,Saint Celedonio,Spain, ,,"León, Spain",300,300 AD,"Calahorra, Spain",,3.03,,,,,Layperson. Roman legionary. Companion of Saint Emeterio. Martyr.,FALSE,TRUE,TRUE,42.60036135341662,-3.565259012
72581,Saint Eutropius of Amasea,Turkiye,,,,308,308 AD,"Amasea, Turkiye",,3.03,,,,,Layperson. Soldier. Companion of Saint Cleonicus of Amasea and Saint Basiliscus of Amasea. Martyr.,FALSE,TRUE,TRUE,40.656455,35.837347
72582,Saint Cleonicus of Amasea,Turkiye,,,,308,308 AD,"Amasea, Turkiye",,3.03,,,,,Layperson. Soldier. Companion of Saint Eutropius of Amasea and Saint Basiliscus of Amasea. Martyr.,FALSE,TRUE,TRUE,40.656455,35.837347
72583,Saint Basiliscus of Amasea,Turkiye,,,,308,308 AD,"Amasea, Turkiye",,,,,,,Layperson. Soldier. Companion of Saint Eutropius of Amasea and Saint Cleonicus of Amasea. Martyr.,FALSE,TRUE,TRUE,40.656455,35.837347
72584,Saint Phocas of Sinope,Turkiye,,,,303,303 AD,"Sinope, Turkiye",,3.05,,,,,Layperson. Gardener. Martyr.,FALSE,TRUE,TRUE,42.027974,35.151725
72585,Saint Adrian of Batanea,Israel,,,,308.03.05,308.03.05,"Caesarea Maritima, Israel",,3.05,,,,,Layperson. Companion of Saint Eubulus. Martyr.,FALSE,TRUE,TRUE,32.5154686,34.9062798
72586,Saint Eubulus,Israel,,,,308.03.07,308.03.07,"Caesarea Maritima, Israel",,3.07,,,,,Layperson. Companion of Saint Adrian of Batanea. Martyr.,FALSE,TRUE,TRUE,32.5154686,34.9062798
72587,Saint Gerasimus of the Jordan,Jordan, ,,,475,475 AD,Jordan,,3.05,,,,,Abbot. Anchorite.,FALSE,FALSE,FALSE,31.95,35.94
72588,Saint Victor,Turkiye,,,,III century,III century,"Nicomedia in Bithynia, Turkiye",,3.06,,,,,"Layperson. Companion of Saint Victorinus, Saint Claudian and Saint Bassa. Martyr.",FALSE,TRUE,TRUE,40.7654408,29.9408089
72589,Saint Victorinus,Turkiye,,,,III century,III century,"Nicomedia in Bithynia, Turkiye",,,,,,,"Layperson. Companion of Saint Victor, Saint Claudian and Saint Bassa. Martyr.",FALSE,TRUE,TRUE,40.7654408,29.9408089
72590,Saint Claudian,Turkiye,,,,III century,III century,"Nicomedia in Bithynia, Turkiye",,,,,,,"Layperson. Husband of Saint Bassa. Companion of Saint Victor, Saint Victorinus and Saint Bassa. Martyr.",FALSE,TRUE,TRUE,40.7654408,29.9408089
72591,Saint Bassa,Turkiye,,,,III century,III century,"Nicomedia in Bithynia, Turkiye",,,,,,,"Layperson. Wife of Saint Claudian. Companion of Saint Victor, Saint Victorinus and Saint Claudian. Martyr.",FALSE,TRUE,TRUE,40.7654408,29.9408089
72592,Saint Paul the Simple,Egypt,225,225 AD,,339,339 AD,Egypt ,114,3.07,,,,,Religious. Hermit. Disciple of Saint Anthony the Great.,FALSE,FALSE,FALSE,30.044,31.2357
72593,Saint Philemon,Egypt,,,,305,305 AD,"Antinoöpolis, Egypt",,3.08,,,,,Layperson. Jester. Companion of Saint Apollonius. Martyr.,FALSE,TRUE,TRUE,26.820553,30.802498
72594,Saint Apollonius,Egypt,,,,305,305 AD,"Antinoöpolis, Egypt",,3.08,,,,,Layperson. Musician. Companion of Saint Philemon. Martyr.,FALSE,TRUE,TRUE,26.820553,30.802498
72595,Saint Caius,Turkiye,,,,III century,III century,"Apamea, Turkiye",,3.1,,,,,Layperson. Companion of Saint Alexander. Martyr.,FALSE,TRUE,TRUE,38.963745,35.243322
72596,Saint Alexander,Turkiye,,,,III century,III century,"Apamea, Turkiye",,3.1,,,,,Layperson. Companion of Saint Caius. Martyr.,FALSE,TRUE,TRUE,38.963745,35.243322
72597,Saint Victor,Tunisia,,,,250,250 AD,"Africa, Tunisia",,3.1,,,,,Layperson. Martyr.,FALSE,TRUE,TRUE,33.886917,9.537499
72598,Saint Droctovée,France,535,535 AD,"Auxerre, France",580,580 AD,"Paris, France ",45,3.1,,,,,First abbot of Saint-Germain-des-Prés. Disciple of Saint Germain de Paris.,FALSE,FALSE,FALSE,47.79576836,3.5717907610103827
72599,Saint Attala di Bobbio,Italy,,,,627,627 AD,"Bobbio, Italy",,3.1,,,,,Abbot of Bobbio.,FALSE,FALSE,FALSE,44.7699503,9.3860853
72600,Saint Trophimus,Syria,,,,302,302 AD,"Laodicea, Syria",,3.11,,,,,Layperson. Companion of Saint Thalus. Martyr.,FALSE,TRUE,TRUE,35.541768,35.7987581
72601,Saint Thalus,Syria,,,,302,302 AD,"Laodicea, Syria",,3.11,,,,,Layperson. Companion of Saint Trophimus. Martyr.,FALSE,TRUE,TRUE,35.541768,35.7987581
72602,Saint Maximilian of Tebessa,Algeria,274,274 AD,,295.03.12,295.03.12,"Thavaste, Algeria ",20,3.12,,,,,Layperson. Roman soldier. Martyr.,FALSE,TRUE,TRUE,28.033886,1.659626
72603,Saint Theophanes the Chronicler,Greece,760,760 AD,Greece,817.03.12 ,817.03.12 ,"Samothrace, Greece ",56,3.12,,,,,Monk. Chronicler.,FALSE,FALSE,FALSE,40.4476834,25.5917918
72604,Saint Macedonius,Turkiye,,,,304,304 AD,"Nicomedia, Turkiye",,3.13,,,,,Priest. Husband of Saint Patricia. Father of Saint Modesta. Martyr.,FALSE,FALSE,TRUE,40.7654408,29.9408089
72605,Saint Patricia,Turkiye,,,,304,304 AD,"Nicomedia, Turkiye",,3.13,,,,,Layperson. Wife of Saint Macedonius. Mother of Saint Modesta. Martyr.,FALSE,TRUE,TRUE,40.7654408,29.9408089
72606,Saint Modesta,Turkiye,,,,304,304 AD,"Nicomedia, Turkiye",,3.13,,,,,Layperson. Daugher of Saint Macedonius and Saint Patricia. Martyr.,FALSE,TRUE,TRUE,40.7654408,29.9408089
72607,Saint Sabinus of Hermopolis,Egypt,,,,IV century,IV century,"Hermopolis, Egypt",,3.13,,,,,Layperson. Procurator. Martyr.,FALSE,TRUE,TRUE,27.7756546,30.8002609
72608,Saint Menignus,Turkiye,,,,251,251 AD,"Parium, Turkiye",,3.15,,,,,Layperson. Fuller. Martyr.,FALSE,TRUE,TRUE,40.417936,27.065415
72609,Saint Papa of Lycaonia,Turkiye,,,,305,305 AD,"Seleucia, Turkiye",,3.16,,,,,Layperson. Martyr.,FALSE,TRUE,TRUE,36.37633,33.925311
72632,Saint Prisco,Italy,,,,VII century ,VII century ,"Quintodecimo, Italy",,,,,,,Hermit.,FALSE,FALSE,FALSE,42.7623731,13.384362
72633,Saint Felice,Italy, ,,"Nuceria Alfaterna, Italy",68.10.12,68.10.12,"Nuceria Alfaterna, Italy",,,,,,,Layperson. Brother of Saint Costanza. Martyr.,FALSE,TRUE,TRUE,40.73716434632042,14.66709364590613
72634,Saint Costanza,Italy, ,,"Nuceria Alfaterna, Italy",68.10.12,68.10.12,"Nuceria Alfaterna, Italy",,,,,,,Layperson. Sister of Saint Felice. Martyr.,FALSE,TRUE,TRUE,40.73961215589137,14.66374230352327
72635,Saint Yon,France,,,,290,290 AD,"Saint-Yon, France",,,,,,,Layperson. Disciple of Saint Denis de Paris. Martyr.,FALSE,TRUE,TRUE,48.5601429,2.183599
72636,"Saint Vicente de León, O.S.B.",France,583?,583? AD,,630.03.11,630.03.11,"León, France ",46,,,,,,Abbot and religious of Benedictine Confederation of the Order of Saint Benedict (Benedictines). Abbot of San Claudio in León. Martyr.,FALSE,FALSE,TRUE,46.227638,2.213749
72655,Saint Philomena,Italy,291.01.10 ,291.01.10 ,Italy,304.08.10,304.08.10,"Roma, Italy ",13,,,,,,Layperson. Martyr.,FALSE,TRUE,TRUE,41.8967068,12.4822025
72656,Saint Filomena di San Severino,Italy, ,,Italy,500?,500? AD,,,,,,,,Layperson.,FALSE,TRUE,FALSE,48.8575475,2.3513765
72658,"Blessed Crescencio Ortiz Blanco, C.SS.R.",Spain,1881.03.10 ,1881.03.10 ,"Pamplona, Navarra, Spain",1936.07.20,1936.07.20,"Casa de Campo, Madrid, Spain ",55,,2022.10.22 ,"Madrid, Madrid, Spain",,,Priest of Congregation of the Most Holy Redeemer (Redemptorists). Martyr.,FALSE,FALSE,TRUE,42.81865647843475,-1.643153662
72659,"Blessed Ángel Martínez Miquélez, C.SS.R.",Spain,1907.03.02 ,1907.03.02 ,"Funes, Navarra, Spain",1936.07.20,1936.07.20,"Casa de Campo, Madrid, Spain ",29,,2022.10.22 ,"Madrid, Madrid, Spain",,,Priest of Congregation of the Most Holy Redeemer (Redemptorists). Martyr.,FALSE,FALSE,TRUE,42.31493443139707,-1.805786645
72660,"Blessed Bernardo, C.SS.R.",Spain,1896.07.23 ,1896.07.23 ,"Melgosa, Burgos, Spain",1936.07.20,1936.07.20,"Casa de Campo, Madrid, Spain ",39,,2022.10.22 ,"Madrid, Madrid, Spain",,,Religious of Congregation of the Most Holy Redeemer (Redemptorists). Martyr.,FALSE,FALSE,TRUE,42.55339696,-3.948447201
72661,"Blessed Nicesio Pérez del Palomar Quincoces, C.SS.R.",Spain,1859.04.02 ,1859.04.02 ,"Tuesta, Álava, Spain",1936.08.16,1936.08.16,"Castellón Highway, Madrid, Spain ",77,,2022.10.22 ,"Madrid, Madrid, Spain",,,Religious of Congregation of the Most Holy Redeemer (Redemptorists). Martyr.,FALSE,FALSE,TRUE,42.81523547425096,-3.023599789
72662,"Blessed Gregorio Zugasti Fernández de Esquide, C.SS.R.",Spain,1884,1884 AD,"Murillo de Yerri, Navarra, Spain",1936.08.16,1936.08.16,"Castellón Highway, Madrid, Spain ",51,,2022.10.22 ,"Madrid, Madrid, Spain",,,Religious of Congregation of the Most Holy Redeemer (Redemptorists). Martyr.,FALSE,FALSE,TRUE,42.68307088,-1.979310308
72663,"Blessed Aniceto Lizasoain Lizaso, C.SS.R.",Spain,1877.04.16 ,1877.04.16 ,"Irañeta, Navarra, Spain",1936.08.17,1936.08.17,"Chamartín de la Rosa, Madrid, Spain ",59,,2022.10.22 ,"Madrid, Madrid, Spain",,,Religious of Congregation of the Most Holy Redeemer (Redemptorists). Martyr.,FALSE,FALSE,TRUE,42.92330100022536,-1.944419194
