Saint_ID,Name,Country,Born,Born2,Born Location,Died,Died2,Died Location,Age,Feast,Beatified,Beatified Location,Canonised,Canonised_Location,Bio,Is_Married,Is_Layperson,Is_Martyr,Latitude,Longitude
15580,Saint Józef Sebastian Pelczar,Poland,1842.01.17 ,1842.01.17 ,"Korczyna, Poland",1924.03.28 ,1924.03.28 ,"Przemyśl, Poland ",82,3.28,1991.06.02 ,"Rzeszów, Poland",2003.05.18,,Titular Bishop of Miletopolis (1899.02.20 – 1900.12.17),FALSE,FALSE,FALSE,49.7144991,21.811188
15582,"Saint Ezequiel Moreno y Díaz, O.A.R.",Colombia,1848.04.09 ,1848.04.09 ,Colombia,1906.08.19 ,1906.08.19 ,"Montegudo, Navarra, Spain ",58,8.19,1975.11.01,,1992.10.11 ,"Santo Domingo, Dominican Republic",Titular Bishop of Pinara (1893.10.23 – 1895.12.02),FALSE,FALSE,FALSE,41.9620871,-1.6940226
15584,"Saint Alphonsus Liguori, C.SS.R.",Italy,1696.09.27 ,1696.09.27 ,"Marianella, Italy",1787.08.01 ,1787.08.01 ,"Pagani, Italy ",90,8.01,1816.09.15,,1839.05.26,,Founder of Congregation of the Most Holy Redeemer (Redemptorists) (1732.11.09),FALSE,FALSE,FALSE,40.8906192,14.2275707
15585,"Saint Vincenzo Maria Strambi, C.P.",Italy,1745.01.01 ,1745.01.01 ,"Civitavecchia, Italy",1824.01.01 ,1824.01.01 ,"Roma, Italy ",79,1.01,1925.04.26,,1950.06.11,,Bishop of Macerata (Italy) (1801.07.20 – 1823.11.11),FALSE,FALSE,FALSE,42.0937524,11.7922462
15586,"Blessed Yosafat Kotsylovs’kyi, O.S.B.M.",Poland,1876.03.03 ,1876.03.03 ,"Pakoszowka, Poland",1947.11.17,1947.11.17,"Kiev, Ukraine ",71,11.17,2001.06.27 ,"Lviv, Ukraine",,,Bishop of Przemyśl of the Ukrainians (Poland) (1917.01.29 – 1947.11.17),FALSE,FALSE,FALSE,49.621243,22.1068973
15587,Blessed Niels Stensen,Germany,1638.01.11 ,1638.01.11 ,Germany,1686.12.05 ,1686.12.05 ,"Schwerin, Germany ",48,12.05,1988.10.23,,,,Titular Bishop of Titopolis (1677.08.21 – 1686.12.05),FALSE,FALSE,FALSE,53.6353316,11.4003136
15588,Blessed Antoni Julian Nowowiejski,Poland,1858.02.11 ,1858.02.11 ,"Lubienie, Świętokrzyskie, Poland",1941.05.28,1941.05.28,"Działdowo, Warmińsko-Mazurskie, Poland ",83,5.28,1999.06.13 ,"Warszawa, Poland",,,Bishop of Płock (Poland) (1908.06.12 – 1941.05.28),FALSE,FALSE,FALSE,50.9444933,21.3876219
15589,"Saint Bartolomeu Fernandes dos Mártires, O.P.",Portugal,1514.05.03 ,1514.05.03 ,"Lisboa, Portugal",1590.07.16 ,1590.07.16 ,"Viana do Castelo, Portugal ",76,7.16,2001.11.04,,2019.07.05 ,equipollently,Metropolitan Archbishop of Braga (Portugal) (1559.01.27 – 1581.11.06),FALSE,FALSE,FALSE,38.7222524,-9.1393366
15590,Saint Giovanni Battista Scalabrini,Italy,1839.07.08 ,1839.07.08 ,"Fino Mornasco, Italy",1905.06.01 ,1905.06.01 ,"Piacenza, Italy ",65,6.01,1997.11.09,,2022.10.09,,Bishop of Piacenza (Italy) (1875.12.13 – 1905.06.01),FALSE,FALSE,FALSE,45.742876,9.047639
15591,Blessed Hryhorii Lakota,Poland,1883.01.31 ,1883.01.31 ,Poland,1950.11.12,1950.11.12,"Vorkuta, Russia ",67,11.05,2001.06.27 ,"Lviv, Ukraine",,,Titular Bishop of Daonium (1926.02.10 – 1950.11.12),FALSE,FALSE,FALSE,67.4968967,64.0602175
15592,Blessed Hryhorii Khomyshyn,Hungary,1867.03.25 ,1867.03.25 ,Hungary,1947.01.17,1947.01.17,"Kyiv, Ukraine ",79,12.28,2001.06.27 ,"Lviv, Ukraine",,,Bishop of Ivano-Frankivsk of the Ukrainians (Ukraine) (1904.05.06 – 1947.01.17),FALSE,FALSE,FALSE,50.4503596,30.5245025
15593,Blessed Jean-Marie du Lau d’Allemans,France,1738.10.30 ,1738.10.30 ,"Biras, Dordogne, France",1792.09.02,1792.09.02,"Paris, France ",53,9.02,1926.10.17,,,,Metropolitan Archbishop of Arles (France) ([1775.02.26] 1775.04.24 – 1792.09.02),FALSE,FALSE,FALSE,45.28735,0.63853
15594,Blessed Michał Kozal,Poland,1893.09.25 ,1893.09.25 ,"Nowy Folwark, Poland",1943.01.26,1943.01.26,"KZ Dachau, Oberbayern, Germany ",49,1.26,1987.06.14 ,"Warszawa, Poland",,,Titular Bishop of Lappa (1939.06.10 – 1943.01.26),FALSE,FALSE,FALSE,50.4989613,20.6804439
15595,Blessed Diego Ventaja Milán,Spain,1880.06.22 ,1880.06.22 ,"Ohanes, Almería, Spain",1936.08.31,1936.08.31,"Barranco de El Chisme, Almería, Spain ",56,8.3,1993.10.10,,,,Bishop of Almería (Spain) (1935.05.01 – 1936.08.31),FALSE,FALSE,FALSE,37.0381353,-2.7453429
15596,Blessed Ignatius Maloyan,Turkiye,1869.04.19 ,1869.04.19 ,Turkiye,1915.06.11,1915.06.11,"Mardin, Turkiye ",46,6.11,2001.10.07,,,,Archbishop of Mardin of the Armenians (Turkiye) (1911 – 1915.06.11),FALSE,FALSE,FALSE,37.312903,40.733951
15597,Saint Juan de Ribera,Spain,1532.03.20 ,1532.03.20 ,"Sevilla, Spain",1611.01.06 ,1611.01.06 ,"Valencia, Spain ",78,1.06,1796.09.18,,1960.06.12,,Bishop of Badajoz (Spain) (1562.05.27 – 1568.12.03),FALSE,FALSE,FALSE,37.3873223,-5.990985093
15640,Blessed János Scheffler,Romania,1887.10.29 ,1887.10.29 ,"Cămin, Romania",1952.03.25,1952.03.25,"Jilava, Romania ",64,,2011.07.03 ,"Satu Mare, Romania",,,Bishop of Satu Mare (Romania) (1942.03.26 – 1952.03.25),FALSE,FALSE,FALSE,47.7283606,22.4798739
15653,Blessed Zoltán Lajos Meszlényi,Hungary,1892.01.02 ,1892.01.02 ,"Hatvan, Hungary",1953.03.04,1953.03.04,"Kistarcsa, Hungary ",61,,2009.10.31 ,"Esztergom-Vár, Hungary",,,Titular Bishop of Sinope (1937.09.22 – 1953.03.04),FALSE,FALSE,FALSE,47.6683971,19.6743874
15672,Blessed Szilárd István Bogdánffy,Romania,1911.02.21 ,1911.02.21 ,"Feketetó, Romania",1953.10.03,1953.10.03,"Aiud, Romania ",42,,2010.10.30 ,"Oradea Nagyvárad, Romania",,,Auxiliary Bishop of Satu Mare (Romania) (1949 – 1953.10.03),FALSE,FALSE,FALSE,45.943161,24.96676
15709,Blessed Anton Durcovici,Romania,1888.05.17 ,1888.05.17 ,Romania,1951.12.10,1951.12.10,"Sighetu, Romania ",63,,2014.05.17 ,"Iași, Romania",,,Bishop of Iaşi (Romania) (1947.10.30 – 1951.12.10),FALSE,FALSE,FALSE,47.927707,23.8976506
15967,Blessed Teodor Jurij Romża,Ukraine,1911.04.14 ,1911.04.14 ,"Nagybocskó, Ukraine",1947.11.01,1947.11.01,"Mukachevo, Ukraine ",36,11.01,2001.06.27 ,"Lviv, Ukraine",,,Titular Bishop of Appia (1944.09.08 – 1947.11.01),FALSE,FALSE,FALSE,48.379433,31.16558
16019,Saint Józef Bilczewski,Ukraine,1860.04.26 ,1860.04.26 ,Ukraine,1923.03.20 ,1923.03.20 ,"Lwów, Ukraine ",62,3.2,2001.06.26 ,"Lviv, Ukraine",2005.10.23,,Metropolitan Archbishop of Lviv (Ukraine) (1900.12.17 – 1923.03.20),FALSE,FALSE,FALSE,48.379433,31.16558
16173,"Saint Giuseppe Maria Tomasi di Lampedusa, C.R.",Italy,1649.09.12 ,1649.09.12 ,"Licata, Italy",1713.01.01 ,1713.01.01 ,"Roma, Italy ",63,1.01,1803.09.27,,1986.10.12,,Cardinal-Priest of S. Martino ai Monti (1712.07.11 – 1713.01.01),FALSE,FALSE,FALSE,37.1016426,13.9376618
16234,Blessed Innocent XI,Italy,1611.05.19 ,1611.05.19 ,"Como, Italy",1689.08.12 ,1689.08.12 ,"Roma, Italy ",78,8.12,1956.10.07,,,,Cardinal-Deacon of Ss. Cosma e Damiano (1645.04.24 – 1659.04.21),FALSE,FALSE,FALSE,45.8115623,9.0830353
16241,Saint Pius V,Italy,1504.01.17 ,1504.01.17 ,"Bosco, Italy",1572.05.01 ,1572.05.01 ,"Roma, Italy ",68,4.3,1672.05.01,,1712.05.22,,Bishop of Nepi (Italy) (1556.09.04 – 1560.03.17),FALSE,FALSE,FALSE,43.7194008,10.4142611
16268,Blessed Urban V,France,1310,1310 AD,"Grizac, Languedoc, France",1370.12.19 ,1370.12.19 ,"Avignon, France ",59,12.19,1870.03.10 ,equipollently,,,Supreme Pontiff (1362.09.28 [1362.11.06] – 1370.12.19),FALSE,FALSE,FALSE,43.5911186,2.793207414805681
16274,Blessed Benedict XI,Italy,1240,1240 AD,"Treviso, Italy",1304.07.07 ,1304.07.07 ,"Perugia, Italy ",63,7.07,1736.04.24 ,equipollently,,,Master of the Order of Order of Preachers (Dominicans) (1296.05.12 – 1298.12.04),FALSE,FALSE,FALSE,45.6658505,12.2455414
16276,Saint Celestine V,Italy,1215,1215 AD,"Isernia, Italy",1296.05.19 ,1296.05.19 ,"Ferentino, Italy ",80,5.19,,,1313.05.05 ,equipollently,Founder of Benedictine Congregation of the Celestines (1254),FALSE,FALSE,FALSE,41.600175,14.2383017
16283,Blessed Innocent V,France,1225,1225 AD,"Champagny-en-Vanoise, France",1276.06.22 ,1276.06.22 ,"Roma, Italy ",50,6.22,1898.03.14 ,equipollently,,,Metropolitan Archbishop of Lyon (France) (1272.06.06 – 1273.06.03),FALSE,FALSE,FALSE,41.88809802478372,12.484307932448662
16284,Blessed Gregory X,Italy,1210,1210 AD,"Piacenza, Italy",1276.01.10 ,1276.01.10 ,"Arezzo, Italy ",65,1.1,1713.07.08 ,equipollently,,,Supreme Pontiff (1271.09.01 [1272.03.27] – 1276.01.10),FALSE,FALSE,FALSE,45.0534751,9.6947461
16301,Blessed Eugene III,Italy,1080,1080 AD,"Pisa, Italy",1153.07.08 ,1153.07.08 ,"Tivoli, Italy ",72,7.08,1872.10.03 ,equipollently,,,Supreme Pontiff (1145.02.15 [1145.02.18] – 1153.07.08),FALSE,FALSE,FALSE,43.7159395,10.4018624
16311,Blessed Urban II,France,1042,1042 AD,"Lagery, France",1099.07.29 ,1099.07.29 ,"Roma, Italy ",56,7.29,1881.07.14 ,equipollently,,,Cardinal-Bishop of Ostia (1078 – 1088.03.12),FALSE,FALSE,FALSE,41.88809802478372,12.484307932448662
16312,Blessed Victor III,Italy,1027,1027 AD,"Benevento, Italy",1087.09.16 ,1087.09.16 ,"Monte Cassino, Italy ",59,9.16,1887.07.23 ,equipollently,,,Abbot nullius of Montecassino (Italy) (1058.04.19 – 1087.09.16),FALSE,FALSE,FALSE,41.88809802478372,12.484307932448662
16313,Saint Gregory VII,Italy,1020,1020 AD,"Sovana, Italy",1085.05.25 ,1085.05.25 ,"Salerno, Italy ",64,5.25,1584,,1606,equipollently,Cardinal-Deacon of S. Maria in Domnica (1059.03.06 – 1073.04.22),FALSE,FALSE,FALSE,42.6571179,11.6463032
16318,Saint Leo IX,France,1002.06.21 ,1002.06.21 ,"Egisheim, France",1054.04.19 ,1054.04.19 ,"Roma, Italy ",51,4.19,,,1082,,Bishop of Toul (France) (1027.09.09 – 1049.02.02),FALSE,FALSE,FALSE,41.88809802478372,12.484307932448662
16369,Blessed Władysław Goral,Poland,1898.05.01 ,1898.05.01 ,"Stoczek, Lubelskie, Poland",1945.04,1945.04 AD,"KZ Sachsenhausen, Oranienburg, Germany ",46,4.26,1999.06.13 ,"Warszawa, Poland",,,Titular Bishop of Meloë in Isauria (1938.08.10 – 1945.04),FALSE,FALSE,FALSE,51.9567901,21.96159359108984
16409,"Eduard Profittlich, S.J.",Estonia,1890.09.11 ,1890.09.11 ,Estonia,1942.02.22,1942.02.22,"Kirov, Russia ",51,,2025.05.17 ,"Tallinn, Estonia",,,Apostolic Administrator of Estonia (Estonia) (1931.05.11 – 1942.02.22),FALSE,FALSE,FALSE,58.6030012,49.6679437
16430,Blessed Leone Wetmański,Poland,1886.04.10 ,1886.04.10 ,"Zuromin, Mazowieckie, Poland",1941.10.10,1941.10.10,"Działdowo, Warmińsko-Mazurskie, Poland ",55,10.1,1999.06.13 ,"Warszawa, Poland",,,Titular Bishop of Camachus (1927.12.19 – 1941.10.10),FALSE,FALSE,FALSE,53.0671703,19.9078353
16545,"Blessed Andrea Giacinto Longhin, O.F.M. Cap.",Italy,1863.11.23 ,1863.11.23 ,"Padova, Italy",1936.06.26 ,1936.06.26 ,"Treviso, Italy ",72,6.26,2002.10.20,,,,Bishop of Treviso (Italy) (1904.04.13 – 1936.06.26),FALSE,FALSE,FALSE,45.40621598,11.873741254656183
16550,Blessed Manuel Borras Ferré,Spain,1880.09.09 ,1880.09.09 ,"La Canonja, Tarragona, Spain",1936.08.12,1936.08.12,"Coll de Lilla, Montblanc, Tarragona, Spain ",55,,2013.10.13 ,"Tarragona, Spain",,,Titular Bishop of Bisica (1934.04.19 – 1936.08.12),FALSE,FALSE,FALSE,41.120408,1.1805629
17241,Saint Adrian III,Italy, ,,"Roma, Italy",885.08,885.08 AD,"Modena, Italy",,7.08,,,1891.06.10 ,equipollently,Supreme Pontiff (884.05.17 – 885.08),FALSE,FALSE,FALSE,41.8933203,12.4829321
17286,Saint Gregory I,Italy,540,540 AD,"Roma, Italy",604.03.12 ,604.03.12 ,"Roma, Italy ",63,9.03,,,,,Supreme Pontiff (590.09.03 – 604.03.12),FALSE,FALSE,FALSE,41.8933203,12.4829321
17305,Saint Leo I,Italy,400,400 AD,"Tuscania, Italy",461.09.10 ,461.09.10 ,"Roma, Italy ",60,11.1,,,,,Supreme Pontiff (440.09.29 – 461.09.10),FALSE,FALSE,FALSE,42.4202141,11.8702611
17627,Blessed Flaviano Michele Melki,Turkiye,1858,1858 AD,"Kalat’ul Mara, Turkiye",1915.08.29,1915.08.29,"Cizre, Turkiye ",56,,2015.08.29 ,"Harissa, Lebanon",,,Bishop of Gazireh of the Syriacs (Turkiye) ([1899] 1912.09.14 – 1915.08.29),FALSE,FALSE,FALSE,39.23714995,26.84146298964012
17674,"Blessed Pio Alberto del Corona, O.P.",Italy,1837.07.05 ,1837.07.05 ,"Livorno, Italy",1912.08.15 ,1912.08.15 ,"Firenze, Italy ",75,,2015.09.19 ,"San Miniato, Pisa, Italy",,,Titular Bishop of Draso (1874.12.21 – 1897.02.02),FALSE,FALSE,FALSE,43.5507317,10.3091256
17754,Blessed Edoardo Giuseppe Rosaz,Italy,1830.02.15 ,1830.02.15 ,"Susa, Italy",1903.05.03 ,1903.05.03 ,"Susa, Italy ",73,5.03,1991.07.14 ,"Susa, Italy",,,Bishop of Susa (Italy) (1877.12.31 – 1903.05.03),FALSE,FALSE,FALSE,45.1372115,7.0539789
17933,Saint Gregorio Giovanni Gasparo Barbarigo,Italy,1625.09.16 ,1625.09.16 ,"Venezia, Italy",1697.06.18 ,1697.06.18 ,"Padua, Italy ",71,6.18,1761.09.20,,1960.05.26,,Bishop of Bergamo (Italy) (1657.07.09 – 1664.03.24),FALSE,FALSE,FALSE,45.440379,12.3159547
18119,"Saint Tomás de Villanueva, O.E.S.A.",Spain,1486,1486 AD,"Fuenllana, Spain",1555.09.08 ,1555.09.08 ,"Valencia, Spain ",68,9.08,1618.10.07,,1658.11.01,,Metropolitan Archbishop of Valencia (Spain) (1544.10.10 – 1555.09.08),FALSE,FALSE,FALSE,38.7559532,-2.9583867
18125,Saint Oliver Plunkett,Northern Ireland,1625.11.01 ,1625.11.01 ,Northern Ireland,1681.07.01,1681.07.01,"Tyburn, London, England ",55,7.01,1920.05.23,,1975.10.12,,Metropolitan Archbishop of Armagh (Northern Ireland) (1669.07.09 – 1681.07.01),FALSE,FALSE,FALSE,53.744711300000006,-7.1119201
18490,Blessed Titu Liviu Chinezu,Romania,1904.06.22 ,1904.06.22 ,"Rușii-Munți, Romania",1955.01.15,1955.01.15,"Sighetu Marmației, Romania ",50,,2019.06.02 ,"Blaj, Romania",,,Auxiliary Bishop of Făgăraş şi Alba Iulia of the Romanians (Romania) (1949 – 1955.01.15),FALSE,FALSE,FALSE,46.9152487,24.8328191
18644,Blessed Dermot O’Hurley,Ireland,1530,1530 AD,Ireland,1584.06.20,1584.06.20,"Dublin, Ireland ",53,6.2,1992.09.27,,,,Metropolitan Archbishop of Cashel (Ireland) (1581.09.11 – 1584.06.20),FALSE,FALSE,FALSE,53.3498053,-6.2603097
18835,Saint Laurence O’Toole,Ireland,1128,1128 AD,,1180.11.14 ,1180.11.14 ,,51,11.14,,,1225.12.11 ,equipollently,Metropolitan Archbishop of Dublin (Ireland) (1162 – 1180.11.14),FALSE,FALSE,FALSE,53.3498,-6.2603
18937,"Saint Robert Bellarmine, S.J.",Italy,1542.10.04 ,1542.10.04 ,"Montepulciano, Italy",1621.09.17 ,1621.09.17 ,"Roma, Italy ",78,9.17,1923.05.13,,1930.06.29,,Prefect of Sacred Congregation of Rites (? – 1620?),FALSE,FALSE,FALSE,43.0945279,11.7826795
19135,"Blessed Paolo Burali d’Arezzo, C.R.",Italy,1511,1511 AD,"Itri, Italy",1578.06.17 ,1578.06.17 ,"Torre del Greco, Italy ",66,6.17,1772.06.08,,,,Bishop of Piacenza (Italy) (1568.07.23 – 1576.09.19),FALSE,FALSE,FALSE,41.2910946,13.5304238
19140,Saint Charles Borromeo,Italy,1538.10.02 ,1538.10.02 ,Italy,1584.11.03 ,1584.11.03 ,"Milano, Italy ",46,11.04,1602.05.12 ,equipollently,1610.11.01,,Commendatory Abbot of Nonantola (Italy) (1560 – 1566),FALSE,FALSE,FALSE,45.468503,9.1824027
19316,Saint Turibius of Mongrovejo,Peru,1538.11.16 ,1538.11.16 ,Peru,1606.03.23 ,1606.03.23 ,"Saña, Peru ",67,3.23,1679.07.02,,1726.12.10,,Metropolitan Archbishop of Lima (Peru) (1579.05.16 – 1606.03.23),FALSE,FALSE,FALSE,-9.189967,-75.015152
19381,Saint Lorenzo Giustiniani,Italy,1381.07.01 ,1381.07.01 ,Italy,1456.01.08 ,1456.01.08 ,"Venezia, Italy ",74,1.08,1524,,1690.10.16,,Bishop of Castello (Italy) (1433.05.12 – 1451.10.08),FALSE,FALSE,FALSE,45.440379,12.3159547
19770,Blessed Juan de Palafox y Mendoza,Spain,1600.06.24 ,1600.06.24 ,"Fitero, Spain",1659.10.01 ,1659.10.01 ,"Osma, Spain ",59,,2011.06.05 ,"El Burgo de Osma, Soria, Spain",,,Bishop of Puebla–Tlaxcala (Mexico) (1639.10.03 – 1653.11.24),FALSE,FALSE,FALSE,42.0557224,-1.8565659
20152,"Blessed Jakub Strzemię, O.F.M.",Ukraine,,,,1409.10.20 ,1409.10.20 ,"Lviv, Ukraine",,10.2,1790.09.11 ,equipollently,,,Metropolitan Archbishop of Halyč (Ukraine) (1392.10.28 – 1409.10.20),FALSE,FALSE,FALSE,49.839683,24.029717
20885,Saint Francis de Sales,Switzerland,1567.08.21 ,1567.08.21 ,Switzerland,1622.12.28 ,1622.12.28 ,"Lyon, France ",55,1.24,1662.01.08,,1665.04.19,,Titular Bishop of Nicopolis (1602.07.15 – 1602.09.17),FALSE,FALSE,FALSE,45.764043,4.835659
21193,Saint John Fisher,England,1469,1469 AD,"Beverly, Yorkshire, England",1535.06.22,1535.06.22,"London, England ",65,6.22,1886.12.29 ,equipollently,1935.05.19,,Bishop of Rochester (England) (1504.10.14 – 1535.06.22),FALSE,FALSE,FALSE,53.8425488,-0.4315677
22333,Blessed Olegario,Spain,1060,1060 AD,"Barcelona, Spain",1137.03.06 ,1137.03.06 ,"Barcelona, Spain ",76,3.06,1675.03.06 ,equipollently,,,Bishop of Barcelona (Spain) (1116 – 1137.03.06),FALSE,FALSE,FALSE,41.3825802,2.177073
22359,Saint Próspero de Tarragona,Italy,,,,718,718 AD,"Camogli, Italy",,9.02,,,1854.05.04 ,equipollently,Metropolitan Archbishop of Tarragona (Spain) (? – 711),FALSE,FALSE,FALSE,41.88809802478372,12.484307932448662
22448,"Saint Teotónio, O.R.C.",Portugal,1082,1082 AD,"Ganfei, Portugal",1162.02.18 ,1162.02.18 ,"Coimbra, Portugal ",79,2.18,,,1163,,Apostolic Administrator of Viseu (Portugal) (1112 – ?),FALSE,FALSE,FALSE,42.0445783,-8.6117008
23088,"Saint Pierre-Rose-Ursule Dumoulin-Borie, M.E.P.",Vietnam,1808.02.20 ,1808.02.20 ,Vietnam,1838.11.24,1838.11.24,"Ðồng Hới, Quảng Bình, Vietnam ",30,11.24,1900.05.27,,1988.06.19,,Coadjutor Vicar Apostolic of Western Tonking (Vietnam) (1832.07.31 – 1838.07.05 not possessed),FALSE,FALSE,FALSE,14.058324,108.277199
23755,"Blessed Matteo Guimerà, O.F.M.",Italy,1376,1376 AD,Italy,1450.01.07 ,1450.01.07 ,"Palermo, Italy ",73,1.07,1767.02.22 ,equipollently,,,Bishop of Agrigento (Italy) (1442.09.17 – 1445),FALSE,FALSE,FALSE,38.1156864,13.3614635
24384,"Saint Ignatius of Loyola, S.J.",Italy,1491,1491 AD,Italy,1556.07.31 ,1556.07.31 ,"Roma, Italy ",64,7.31,1609.07.27,,1622.03.12,,Founder of Society of Jesus (Jesuits) (1540.09.27),FALSE,FALSE,FALSE,41.8967068,12.4822025
24386,"Saint Francisco de Borja, S.J.",Italy,1510.10.28 ,1510.10.28 ,Italy,1572.09.30 ,1572.09.30 ,"Roma, Italy ",61,9.3,1624.11.23,,1671.04.12,,Superior General of Society of Jesus (Jesuits) (1565.07.02 – 1572.09.30),FALSE,FALSE,FALSE,41.8967068,12.4822025
24414,"Saint Dominic of Osma, O.P.",Italy,1170.08.08 ,1170.08.08 ,Italy,1221.08.06 ,1221.08.06 ,"Bologna, Italy ",50,8.08,,,1234.07.13 ,equipollently,Founder of Militia Christi (1209),FALSE,FALSE,FALSE,44.494887,11.3426163
24415,"Blessed Jordan von Sachsen, O.P.",Italy,1190,1190 AD,Italy,1237.02.13 ,1237.02.13 ,"Palestina, Italy ",46,2.13,1826.05.10 ,equipollently,,,Master of the Order of Order of Preachers (Dominicans) (1222 – 1237.02.13),FALSE,FALSE,FALSE,41.87194,12.56738
24416,"Saint Raymond of Penyafort, O.P.",Spain,1175,1175 AD,"Vilafranca del Penedès, Spain",1275.01.06 ,1275.01.06 ,"Barcelona, Spain ",99,1.07,1542,,1601.04.29,,Master of the Order of Order of Preachers (Dominicans) (1238 – 1240),FALSE,FALSE,FALSE,41.3463825,1.6995213
24419,"Blessed Giovanni da Vercelli Garbella, O.P.",Italy,1205,1205 AD,"Mosso Santa Maria, Italy",1283.11.30 ,1283.11.30 ,"Montpellier, France ",77,11.3,1903.09.07 ,equipollently,,,Master of the Order of Order of Preachers (Dominicans) (1264 – 1283.11.30),FALSE,FALSE,FALSE,41.88809802478372,12.484307932448662
24425,"Blessed Hyacinthe-Marie Cormier, O.P.",Italy,1832.12.08 ,1832.12.08 ,Italy,1916.12.17 ,1916.12.17 ,"Roma, Italy ",84,12.17,1994.11.20,,,,Master of the Order of Order of Preachers (Dominicans) (1904.05.21 – 1916),FALSE,FALSE,FALSE,41.8967068,12.4822025
24427,"Blessed Buenaventura García de Paredes, O.P.",Spain,1866.04.19 ,1866.04.19 ,"Castañedo, Valdés, Asturias, Spain",1936.08.12,1936.08.12,"Fuencarral, Madrid, Spain ",70,,2007.10.28,,,,Master of the Order of Order of Preachers (Dominicans) (1926.05.22 – 1929),FALSE,FALSE,FALSE,43.4238302,-6.4032886
24483,"Blessed Raimondo delle Vigne, O.P.",Italy,1330,1330 AD,"Capua, Italy",1399.10.05 ,1399.10.05 ,"Nuremberg, Germany ",68,10.05,1899.05.15 ,equipollently,,,Master of the Order of Order of Preachers (Dominicans) (1380 – 1399.10.05),FALSE,FALSE,FALSE,41.88809802478372,12.484307932448662
24770,"Saint Francis of Assisi, O.F.M.",Italy,1181,1181 AD,"Assisi, Italy",1226.10.03 ,1226.10.03 ,"Assisi, Italy ",44,10.04,,,1228.07.16 ,equipollently,Founder of Order of Friars Minor (Franciscans) (1210),FALSE,FALSE,FALSE,43.0711952,12.6146669
24776,"Blessed Giovanni Buralli da Parma, O.F.M.",Italy,1208.03.05 ,1208.03.05 ,"Parma, Italy",1289.03.19 ,1289.03.19 ,"Camerino, Italy ",81,3.19,1777.03.01 ,equipollently,,,Minister General of Order of Friars Minor (Franciscans) (1247 – 1257),FALSE,FALSE,FALSE,44.8013678,10.3280833
24777,"Saint Bonaventure, O.F.M.",Italy,1221,1221 AD,"Bagnoregio, Italy",1274.07.15 ,1274.07.15 ,"Lyon, France ",52,7.15,,,1482.05.14 ,equipollently,Minister General of Order of Friars Minor (Franciscans) (1257.02.02 – 1274.05.20),FALSE,FALSE,FALSE,41.88809802478372,12.484307932448662
24892,"Blessed Alberto Berdini da Sarteano, O.F.M.",Italy,1385,1385 AD,"Sarteano, Italy",1450.08.15 ,1450.08.15 ,"Milano, Italy ",64,,,,,,Vicar General of Order of Friars Minor (Franciscans) (1442 – 1443),FALSE,FALSE,FALSE,42.989911,11.8687316
25021,"Saint Lawrence of Brindisi, O.F.M. Cap.",Italy,1559.07.22 ,1559.07.22 ,"Brindisi, Italy",1619.07.22 ,1619.07.22 ,"Lisboa, Portugal ",60,7.21,1783.06.01,,1881.12.08,,Vicar General of Order of Friars Minor Capuchin (Capuchin Franciscans) (1602 – 1605),FALSE,FALSE,FALSE,41.88809802478372,12.484307932448662
25336,"Saint John Bosco, S.D.B.",Italy,1815.08.16 ,1815.08.16 ,"‎Castelnuovo d’Asti, Italy",1888.01.31 ,1888.01.31 ,"Torino, Italy ",72,1.31,1929.06.02,,1934.04.01,,Founder of Salesian Cooperators Association (1841),FALSE,FALSE,FALSE,44.7881057,8.2852996
25337,"Blessed Michele Rua, S.D.B.",Italy,1837.06.09 ,1837.06.09 ,"Torino, Italy",1910.04.06 ,1910.04.06 ,"Torino, Italy ",72,4.06,1972.10.29,,,,Rector Major of Salesians of Saint John Bosco (Salesians) (1888.02.11 – 1910.04.06),FALSE,FALSE,FALSE,45.0677551,7.6824892
25339,"Blessed Filippo Rinaldi, S.D.B.",Italy,1856.05.28 ,1856.05.28 ,"Lu Monferrato, Italy",1931.07.02 ,1931.07.02 ,"Torino, Italy ",75,12.05,1990.04.29,,,,Rector Major of Salesians of Saint John Bosco (Salesians) (1922.04.12 – 1931.07.02),FALSE,FALSE,FALSE,44.993653,8.45754
25372,"Saint Vincent de Paul, C.M.",France,1581.04.24 ,1581.04.24 ,"Saint-Vincent-de-Paul, France",1660.09.27 ,1660.09.27 ,"Paris, France ",79,9.27,1729.08.21,,1737.06.16,,"Founder of Congregation of the Mission (Vincentians, Lazarists) (1625.04.17)",FALSE,FALSE,FALSE,44.9549798,-0.4692956
25440,"Blessed Basile-Antoine Marie Moreau, C.S.C.",France,1799.02.11 ,1799.02.11 ,"Laigné-en-Belin, France",1873.01.20 ,1873.01.20 ,"Le Mans, France ",73,,2007.09.15 ,"Le Mans, France",,,Founder of Congregation of Holy Cross (Holy Cross Fathers) (1837),FALSE,FALSE,FALSE,47.86863195,0.2342944917460147
25489,"Blessed Guillaume Joseph Chaminade, S.M.",France,1761.04.08 ,1761.04.08 ,"Périgueux, France",1850.01.22 ,1850.01.22 ,"Bordeaux, France ",88,1.22,2000.09.03,,,,Superior General of Society of Mary (Marianists) (1817 – 1845),FALSE,FALSE,FALSE,45.1909365,0.7184407
